Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-37252,"Gutierrez, Kane and Wilson",Logistics,EMEA,227188,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2026-03-01
OPP-37253,"Davis, Martinez and Bishop",SaaS,APAC,154654,Closed Won,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-12-07
OPP-37254,Hunter LLC,SaaS,APAC,85110,Discovery,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-12-26
OPP-37255,"Peterson, Wiggins and Miller",AI,APAC,137703,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-06-13
OPP-37256,Hanson-Williams,AI,APAC,63624,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-05-21
OPP-37257,"Brown, Chang and Silva",HealthTech,EMEA,190477,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-12-20
OPP-37258,Long Group,FinTech,APAC,216055,Closed Won,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-05-29
OPP-37259,"Henderson, Smith and Austin",HealthTech,EMEA,42757,Proposal,Partner,"Budget is approved, but they need an API integration for Python.",2025-11-21
OPP-37260,Taylor Ltd,FinTech,APAC,169385,Qualification,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-10-08
OPP-37261,Phillips Inc,Retail,AMER,78557,Closed Won,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-12-06
OPP-37262,"White, Castro and Huff",Retail,EMEA,231663,Discovery,Partner,They are comparing us to a local competitor in Berlin.,2026-02-27
OPP-37263,"Snyder, Collier and Parks",Retail,EMEA,158791,Proposal,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-04-25
OPP-37264,Johnson LLC,HealthTech,APAC,51324,Qualification,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-02-18
OPP-37265,Shannon-Odonnell,FinTech,APAC,30651,Qualification,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-07-28
OPP-37266,Thomas-Mccormick,AI,AMER,21913,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-03-20
OPP-37267,Horton-Ellis,Logistics,AMER,143529,Proposal,Webinar,Decision maker is hesitant about the pricing structure.,2025-05-22
OPP-37268,Stevens-Trevino,Logistics,EMEA,129901,Proposal,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-05-21
OPP-37269,Bishop-Kelley,HealthTech,EMEA,56171,Proposal,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-10-02
OPP-37270,Hubbard-Kelly,Logistics,EMEA,184649,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2025-12-28
OPP-37271,"Pierce, Graham and Parrish",AI,APAC,240647,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2026-02-09
OPP-37272,Beard Group,Retail,AMER,166474,Qualification,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-05-26
OPP-37273,Ward Ltd,Retail,EMEA,178819,Discovery,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-05-31
OPP-37274,"Espinoza, Brewer and Hubbard",SaaS,APAC,69672,Closed Won,Partner,They are comparing us to a local competitor in Berlin.,2025-12-03
OPP-37275,Blake Inc,Logistics,APAC,160254,Closed Won,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-10-25
OPP-37276,Conner Ltd,FinTech,APAC,152171,Qualification,Webinar,"Budget is approved, but they need an API integration for Python.",2025-05-31
OPP-37277,"Floyd, Parks and Love",Logistics,APAC,130055,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-12-23
OPP-37278,Mcdonald-Faulkner,HealthTech,APAC,178481,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-10-03
OPP-37279,"Hill, Hayes and Casey",Logistics,AMER,88363,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-08-27
OPP-37280,Olsen Inc,Logistics,EMEA,136601,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-06-15
OPP-37281,"Schwartz, Pennington and Li",FinTech,EMEA,125162,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-04-12
OPP-37282,"Warren, Thompson and Figueroa",Retail,AMER,179238,Discovery,Partner,Decision maker is hesitant about the pricing structure.,2025-04-05
OPP-37283,"Macias, Collins and Simon",Retail,AMER,58271,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-04-13
OPP-37284,Johnson PLC,HealthTech,APAC,191608,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-08-26
OPP-37285,Jackson PLC,SaaS,EMEA,220912,Negotiation,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-01-03
OPP-37286,"Oliver, Tate and Collins",FinTech,APAC,200206,Closed Lost,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-05-28
OPP-37287,Anderson-Wallace,HealthTech,APAC,86603,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-12-14
OPP-37288,Mccoy and Sons,AI,APAC,220412,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-04-20
OPP-37289,Jones LLC,HealthTech,APAC,33708,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2026-02-09
OPP-37290,Wright-Wright,Retail,AMER,227494,Discovery,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-03-29
OPP-37291,Poole-Wells,AI,APAC,210951,Proposal,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-10-28
OPP-37292,Mooney-Aguilar,SaaS,APAC,167862,Proposal,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-11-10
OPP-37293,Sanchez-Mitchell,SaaS,EMEA,203830,Discovery,Webinar,They are comparing us to a local competitor in Berlin.,2025-04-18
OPP-37294,Bell-Cook,Logistics,APAC,69418,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-10-30
OPP-37295,Gilbert Inc,Retail,AMER,51073,Qualification,G2 Review,Decision maker is hesitant about the pricing structure.,2026-01-17
OPP-37296,"Watkins, Sullivan and Blair",Retail,EMEA,214180,Closed Lost,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-04-28
OPP-37297,Roy-Torres,FinTech,APAC,159743,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-10-27
OPP-37298,Rocha Ltd,AI,EMEA,243199,Discovery,G2 Review,Decision maker is hesitant about the pricing structure.,2025-12-16
OPP-37299,Smith-Cain,FinTech,AMER,73683,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2025-06-06
OPP-37300,Chen-Bartlett,HealthTech,AMER,113525,Qualification,Partner,They are comparing us to a local competitor in Berlin.,2025-09-13
OPP-37301,Fisher LLC,SaaS,APAC,109209,Closed Won,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-01-21
OPP-37302,"Johnson, Andrews and Casey",SaaS,EMEA,88617,Closed Won,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-08-06
OPP-37303,"Kelly, Smith and Moore",Logistics,AMER,213250,Proposal,Webinar,"Great call, but internal restructuring might delay the sign-off.",2026-01-10
OPP-37304,Smith-Weiss,SaaS,EMEA,185240,Closed Lost,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-12-07
OPP-37305,Weiss-Hill,FinTech,AMER,154048,Negotiation,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-12-03
OPP-37306,Sanders-Rodriguez,FinTech,AMER,80354,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-06-14
OPP-37307,Spencer-Kelly,AI,APAC,127272,Qualification,Partner,Decision maker is hesitant about the pricing structure.,2026-02-28
OPP-37308,Cooper and Sons,AI,EMEA,78011,Closed Lost,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-05-10
OPP-37309,Johnston Ltd,Retail,EMEA,91509,Qualification,LinkedIn,"Budget is approved, but they need an API integration for Python.",2026-02-10
OPP-37310,Green-Robertson,Logistics,APAC,131255,Negotiation,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-05-30
OPP-37311,Brown-Spence,Retail,APAC,244025,Negotiation,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-04-20
OPP-37312,"Bowman, Rodriguez and Schneider",SaaS,EMEA,218672,Negotiation,Webinar,They are comparing us to a local competitor in Berlin.,2026-03-05
OPP-37313,Simmons-Martinez,FinTech,APAC,232774,Negotiation,Partner,Decision maker is hesitant about the pricing structure.,2025-07-03
OPP-37314,Smith-Soto,FinTech,AMER,102878,Closed Won,Partner,Customer requested a 15% discount; Finance approval pending.,2025-10-15
OPP-37315,Woodard-Allen,HealthTech,EMEA,90093,Closed Won,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-12-11
OPP-37316,"Petersen, Saunders and Jimenez",Logistics,EMEA,137614,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2026-01-26
OPP-37317,"Castro, Johnson and Good",AI,AMER,17040,Proposal,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-07-21
OPP-37318,"Holt, Gaines and Moore",FinTech,AMER,81532,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-07-11
OPP-37319,"Bridges, Cooper and Peterson",FinTech,AMER,24572,Negotiation,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2026-01-08
OPP-37320,Frazier PLC,FinTech,APAC,167865,Proposal,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-05-25
OPP-37321,Thompson LLC,Logistics,EMEA,146851,Negotiation,Partner,"Highly motivated, looking to close by the end of Q3.",2026-02-23
OPP-37322,Cunningham and Sons,SaaS,EMEA,194157,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-06-25
OPP-37323,Wilson PLC,HealthTech,EMEA,113269,Qualification,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-09-05
OPP-37324,French Group,AI,AMER,23800,Proposal,Webinar,They are comparing us to a local competitor in Berlin.,2026-01-20
OPP-37325,Williams Inc,Retail,APAC,221686,Closed Lost,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-06-04
OPP-37326,Butler Group,AI,AMER,102649,Negotiation,G2 Review,Decision maker is hesitant about the pricing structure.,2025-03-20
OPP-37327,Macias Ltd,HealthTech,EMEA,46677,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-03-19
OPP-37328,Campbell-Gamble,Logistics,EMEA,170350,Closed Won,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-09-14
OPP-37329,Joseph-Hall,Retail,APAC,216928,Qualification,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2026-01-12
OPP-37330,Wong Group,Retail,EMEA,96988,Negotiation,Webinar,They are comparing us to a local competitor in Berlin.,2025-09-10
OPP-37331,Carter LLC,AI,AMER,73176,Qualification,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-02-25
OPP-37332,Torres-Williams,Logistics,EMEA,177171,Proposal,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-12-17
OPP-37333,"Salas, Scott and Reyes",FinTech,APAC,124446,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-02-11
OPP-37334,Baird-Deleon,AI,EMEA,219349,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-08-19
OPP-37335,Sexton-Mitchell,FinTech,EMEA,144430,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2026-02-02
OPP-37336,Lyons and Sons,Logistics,AMER,96009,Closed Won,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-08-09
OPP-37337,Martin Group,Logistics,AMER,243201,Closed Won,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-03-06
OPP-37338,"White, Rivera and Gomez",AI,AMER,36421,Discovery,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2026-02-07
OPP-37339,Garza LLC,FinTech,AMER,118579,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2026-03-08
OPP-37340,"Carroll, Page and Simpson",HealthTech,APAC,161804,Closed Lost,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-07-02
OPP-37341,"Dunlap, Davis and Lin",AI,EMEA,112033,Closed Won,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-11-19
OPP-37342,Logan-Clay,FinTech,EMEA,168838,Discovery,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-06-30
OPP-37343,Hooper Inc,SaaS,AMER,227499,Discovery,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-09-07
OPP-37344,Le-Mendez,AI,EMEA,42951,Discovery,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-09-09
OPP-37345,Case-Patterson,HealthTech,APAC,20645,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-10-14
OPP-37346,Jones Inc,HealthTech,EMEA,120451,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-06-12
OPP-37347,Harper-Clark,HealthTech,AMER,145688,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-08-26
OPP-37348,Nguyen-Gonzales,FinTech,EMEA,90457,Qualification,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-10-19
OPP-37349,Ray-Taylor,HealthTech,AMER,15351,Negotiation,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2026-02-13
OPP-37350,Moreno-Davila,SaaS,EMEA,33525,Closed Lost,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2026-02-07
OPP-37351,"Morse, Jimenez and Calhoun",Logistics,APAC,154999,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-05-15
OPP-37352,Byrd-Carey,SaaS,APAC,218357,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-10-06
OPP-37353,Smith and Sons,SaaS,AMER,169587,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2026-01-21
OPP-37354,Hartman Group,AI,APAC,123347,Discovery,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-08-21
OPP-37355,Robinson-York,AI,APAC,215522,Qualification,LinkedIn,They are comparing us to a local competitor in Berlin.,2026-02-17
OPP-37356,Williams and Sons,HealthTech,APAC,213897,Qualification,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-06-04
OPP-37357,Boone Inc,Retail,AMER,42625,Proposal,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-08-13
OPP-37358,Barnes-Solis,FinTech,EMEA,229155,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-11-19
OPP-37359,Chaney PLC,HealthTech,EMEA,68328,Proposal,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-07-05
OPP-37360,"Larson, Snyder and Alvarez",AI,EMEA,182212,Proposal,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-11-04
OPP-37361,Burgess-Pena,HealthTech,EMEA,118492,Closed Won,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-11-16
OPP-37362,Owens Inc,Retail,AMER,71935,Closed Lost,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-08-23
OPP-37363,"Shelton, Hayes and Adams",Logistics,APAC,97462,Discovery,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-01-09
OPP-37364,Taylor PLC,Retail,APAC,26833,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2026-01-11
OPP-37365,Romero Inc,Logistics,AMER,187644,Closed Won,Webinar,"Budget is approved, but they need an API integration for Python.",2025-10-16
OPP-37366,Stanley and Sons,SaaS,EMEA,249626,Qualification,Partner,"Budget is approved, but they need an API integration for Python.",2026-02-10
OPP-37367,"Bradshaw, Klein and Lopez",FinTech,EMEA,138343,Proposal,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-03-14
OPP-37368,"Medina, Maynard and Lopez",FinTech,EMEA,109116,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-10-18
OPP-37369,"Jensen, Lewis and Ponce",Logistics,EMEA,30567,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-08-03
OPP-37370,"Griffin, Williams and Hughes",AI,EMEA,97128,Closed Won,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-21
